MFD02134.bin.3.45	contig_25935_41	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995
MFD02134.bin.3.88	contig_15104_25	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD02134.bin.3.88	contig_43487_26	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD02134.bin.3.88	contig_8564_87	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD02138.bin.2.56	contig_18430_30	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD02138.bin.2.56	contig_5045_34	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD02159.bin.2.7	contig_43868_51	Root; pmoA_amoA_pxmA; amoA; Nitrospira_clade_B	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__
MFD02199.bin.2.13	contig_4092_96	Root; pmoA_amoA_pxmA; amoA; Nitrospira_clade_B	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__
MFD02199.bin.2.196	contig_10766_526	Root; pmoA_amoA_pxmA; TUSC	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__JACPRU01;f__JACPRU01;g__JACPRU01;s__
MFD02199.bin.2.60	contig_1852_416	Root; pmoA_amoA_pxmA; amoA; Nitrospira_clade_B	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__
MFD02242.bin.1.111	contig_86750_78	Root; pmoA_amoA_pxmA; amoA; Nitrospira_clade_B	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__
MFD02248.bin.1.159	contig_5683_9	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__
MFD02671.bin.2.103	contig_35344_95	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD02809.bin.1.116	contig_56868_33	Root; pmoA_amoA_pxmA; amoA; Nitrospira_clade_B	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__
MFD02809.bin.2.246	contig_46244_13	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD02809.bin.2.26	contig_46084_492	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis rosea
MFD02809.bin.2.311	contig_28535_11	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp021731785
MFD02809.bin.2.311	contig_38005_83	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp021731785
MFD02809.bin.2.311	contig_45354_80	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp021731785
MFD02809.bin.2.37	contig_187405_10	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylosinus;s__
MFD02809.bin.2.79	contig_158434_166	Root; pmoA_amoA_pxmA; TUSC	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__JACPRU01;f__JACPRU01;g__JACPRU01;s__
MFD03044.bin.1.11	contig_52216_32	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD03044.bin.2.73	contig_33627_23	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD03044.bin.2.73	contig_556_39	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD03044.bin.2.73	contig_582_265	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD03323.bin.1.51	contig_55175_100	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD03323.bin.3.319	contig_31538_165	Root; pmoA_amoA_pxmA; Putative_pmoA_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__
MFD03346.bin.2.40	contig_13970_143	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD03346.bin.2.40	contig_19567_113	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD03346.bin.3.151	contig_27262_212	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD03346.bin.3.151	contig_45385_5	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD03346.bin.3.151	contig_45386_5	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD03399.bin.1.126	contig_8434_268	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD03399.bin.2.87	contig_20654_99	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__
MFD03726.bin.1.28	contig_18359_200	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003134075
MFD03726.bin.1.28	contig_37815_193	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003134075
MFD03726.bin.1.28	contig_51140_112	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003134075
MFD03899.bin.2.115	contig_3223_448	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis silviterrae
MFD03899.bin.2.115	contig_3223_60	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis silviterrae
MFD03899.bin.2.115	contig_44873_67	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis silviterrae
MFD03899.bin.2.115	contig_63659_19	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis silviterrae
MFD03975.bin.2.15	contig_157328_165	Root; pmoA_amoA_pxmA; Homologous_MO	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__JACPRU01;f__JACPRU01;g__JACPRU01;s__
MFD03975.bin.2.15	contig_171582_27	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__JACPRU01;f__JACPRU01;g__JACPRU01;s__
MFD04428.bin.2.10	contig_126358_45	Root; pmoA_amoA_pxmA; Hyphomicrobiaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
MFD04428.bin.2.12	contig_42715_33	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995
MFD04428.bin.2.7	contig_79233_120	Root; pmoA_amoA_pxmA; Hyphomicrobiaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
MFD04463.bin.2.83	contig_44108_272	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JADMIL01;s__
MFD04463.bin.2.89	contig_49369_494	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD04570.bin.2.90	contig_243727_11	Root; pmoA_amoA_pxmA; Hyphomicrobiaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
MFD04716.bin.2.191	contig_1194_107	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__;s__
MFD04716.bin.2.205	contig_10470_37	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_C;s__
MFD04716.bin.2.205	contig_70918_51	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; Methylococcaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_C;s__
MFD04716.bin.3.389	contig_1502_138	Root; pmoA_amoA_pxmA; pxmA; Methylococcaceae_pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter_C;s__
MFD04752.bin.1.159	contig_883_211	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD04752.bin.1.159	contig_883_762	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD04752.bin.1.159	contig_896_65	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD04752.bin.1.39	contig_20679_177	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD04752.bin.1.39	contig_39303_169	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD04752.bin.1.39	contig_7477_56	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD04752.bin.2.28	contig_55817_16	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__
MFD04752.bin.2.54	contig_20644_44	Root; pmoA_amoA_pxmA; Hyphomicrobiaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
MFD04752.bin.3.55	contig_1340_11	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD04752.bin.3.55	contig_31153_2	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD04752.bin.3.55	contig_7465_26	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05088.bin.2.110	contig_44369_7	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__
MFD05088.bin.2.8	contig_17574_568	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira;s__Nitrosospira sp900113575
MFD05176.bin.2.276	contig_15878_624	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira;s__Nitrosospira sp900113575
MFD05176.bin.2.276	contig_20409_335	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira;s__Nitrosospira sp900113575
MFD05176.bin.2.276	contig_20409_563	Root; pmoA_amoA_pxmA; amoA; Betaproteobacteria_amoA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosospira;s__Nitrosospira sp900113575
MFD05377.bin.1.123	contig_30550_63	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__
MFD05377.bin.1.193	contig_15296_1260	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD05377.bin.1.9	contig_82109_57	Root; pmoA_amoA_pxmA; Putative_pmoA_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__
MFD05377.bin.2.81	contig_36680_130	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD05377.bin.2.9	contig_58784_567	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD05379.bin.1.13	contig_499_178	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05379.bin.1.13	contig_789_27	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05379.bin.2.7	contig_38142_25	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05379.bin.2.7	contig_6461_34	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05442.bin.2.1	contig_5835_345	Root; pmoA_amoA_pxmA; Homologous_MO	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__
MFD05442.bin.2.1	contig_5835_373	Root; pmoA_amoA_pxmA; Homologous_MO	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__
MFD05454.bin.2.206	contig_30009_186	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Bin18;f__Bin18;g__VGTJ01;s__
MFD05502.bin.2.75	contig_62604_13	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05502.bin.2.75	contig_6479_233	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05512.bin.1.245	contig_7583_457	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD05512.bin.2.109	contig_12527_54	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05512.bin.2.109	contig_5582_52	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05512.bin.2.109	contig_7223_12	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05513.bin.2.207	contig_35977_41	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD05521.bin.2.225	contig_7074_95	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD05580.bin.2.10	contig_25634_101	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995
MFD05580.bin.2.10	contig_32372_80	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995
MFD05580.bin.3.135	contig_3211_157	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05674.bin.2.70	contig_28599_305	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05674.bin.2.70	contig_41049_686	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05674.bin.2.72	contig_28398_7	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis rosea
MFD05674.bin.2.72	contig_28475_216	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis rosea
MFD05747.bin.2.8	contig_6529_132	Root; pmoA_amoA_pxmA; Gammaproteobacteria_pmoA; USCg	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JACCXJ01;f__JACCXJ01;g__USCg-Taylor;s__USCg-Taylor sp002007425
MFD05747.bin.2.8	contig_6529_193	Root; pmoA_amoA_pxmA; pxmA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JACCXJ01;f__JACCXJ01;g__USCg-Taylor;s__USCg-Taylor sp002007425
MFD05942.bin.2.125	contig_24298_79	Root; pmoA_amoA_pxmA; Hyphomicrobiaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
MFD05942.bin.2.321	contig_47238_58	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05942.bin.2.321	contig_5662_51	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__
MFD05942.bin.3.546	contig_55104_154	Root; pmoA_amoA_pxmA; Methylocystaceae_pmoA1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp021731785
MFD06085.bin.1.7	contig_7743_1981	Root; pmoA_amoA_pxmA; Hyphomicrobiaceae_pmoA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__
MFD06085.bin.2.5	contig_38100_33	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD06085.bin.2.99	contig_10080_9	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD06092.bin.1.44	contig_10072_541	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD06092.bin.1.44	contig_7472_664	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD06229.bin.3.378	contig_19751_203	Root; pmoA_amoA_pxmA; amoA; Nitrospira_clade_B	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__
MFD06435.bin.1.17	contig_74931_152	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD06435.bin.2.135	contig_42518_322	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD06435.bin.2.184	contig_104955_10	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995
MFD06435.bin.2.184	contig_25847_79	Root; pmoA_amoA_pxmA; Beijerinckiaceae_pmoA; USCa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995
MFD06435.bin.2.184	contig_87810_21	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995
MFD06435.bin.2.46	contig_57816_42	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
MFD06526.bin.2.139	contig_30735_35	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD06526.bin.2.139	contig_9119_126	Root; pmoA_amoA_pxmA; pxmA; Alphaproteobacteria_pxmA	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
MFD06714.bin.2.191	contig_18613_1211	Root; Homologous_pmoA; Homologous_Binatales	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
