bin	fieldsample_barcode	Completeness_CheckM1	Contamination_CheckM1	Strain_Heterogeneity	Completeness_CheckM2	Contamination_CheckM2	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Contigs	Max_Contig_Length	N90	auN	N_per_100kb	cov	r_abund	CDS_all	CDS_hyp	bakta_tRNA_all	bakta_tRNA_uniq	bakta_16S	bakta_23S	bakta_5S	bac_16S	bac_23S	bac_5S	arc_16S	arc_23S	arc_5S	bac_trna	arc_trna	MAG_status	MAG_status2	drep_cluster	rep_status	ENA_ID	GTDB_taxonomy	GTDB_REF	GTDB_ANI	GTDB_AF	GTDB_MSA	GTDB_RED	SILVA_taxonomy	SILVA_identity	SILVA_length
MFD05521.bin.2.225	MFD05521	89.1	2.52	33.33	84.3	2.52	0.844	2215151	280.3686	4201050	63.07	8	2215151	248520	1390879	0	20.79163	0.1140714	4133	1870	48	22	1	1	1	1	1	1	1	1	1	23	21	MQ	MQ	3300_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	83.69	0.267	80.54	0.94571	EU335338.1.1530 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium	97.1	1531
MFD06085.bin.2.5	MFD06085	74.64	1.68	0	62.72	4.92	0.833	225021	250.9601	4057214	63.53	32	669248	62643	304376.8	0	18.97812	0.1337626	4323	2333	47	22	1	1	1	1	1	1	1	1	1	23	21	MQ	MQ	3300_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	83.48	0.271	53.09	0.94781	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	98.6	1530
MFD06092.bin.2.2	MFD06092	94.12	1.68	0	89.07	1.84	0.873	517655	281.2777	4667359	60.45	11	1213430	246822	633140.6	0	22.63312	0.1412758	4624	2071	47	22	1	0	0	1	0	0	1	0	0	22	20	MQ	MQ	3330_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__	GCA_003161515.1	85.49	0.345	91.84	0.97363	FJ625304.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium	99.5	1529
MFD06435.bin.2.135	MFD06435	81.51	1.68	0	80.6	4.41	0.824	257522	248.2903	4369794	63.35	36	779890	54857	310693.6	0	13.8392	0.09761383	4615	2534	48	22	1	1	1	1	1	1	1	1	1	23	21	MQ	MQ	3300_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	83.29	0.264	71.94	0.94808	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.1	1529
MFD06435.bin.2.46	MFD06435	92.02	2.52	0	88.96	2.03	0.865	363113	302.3726	4585735	63.17	17	820390	128295	413950.6	0	19.69688	0.1389305	4268	1715	49	22	1	1	1	1	1	1	1	1	1	23	21	MQ	MQ	3301_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	85.05	0.35	87.77	0.95159	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	98.9	1529
MFD06714.bin.2.191	MFD06714	79.7	1.68	0	72.54	2.69	0.834	989413	259.7629	4417667	63.17	12	1242781	202509	822388	0	19.99556	0.1345056	4507	2361	48	22	1	1	1	1	1	1	1	1	1	23	21	MQ	MQ	3300_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	83.5	0.274	63.73	0.9464	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	98.2	1529
MFD09286.bin.1.91	MFD09286	97.48	3.36	50	96.11	2.24	0.863	233755	301.2035	4385097	62.99	25	649340	90528	287135.6	0	36.27016	0.2315029	4107	1657	51	22	1	1	1	1	1	1	1	1	1	23	21	HQ	HQ	3300_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	83.59	0.275	92.77	0.95016	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.2	1529
MFD10064.bin.2.9	MFD10064	92.44	4.2	20	88.94	3.37	0.842	258834	272.4817	4851037	62.54	32	485180	93183	274881.4	0	11.31029	0.2433082	4790	2281	49	22	2	2	2	2	2	2	2	2	2	23	21	MQ	MQ	3300_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	83	0.241	86.04	0.94888	EF600558.1.1507 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium	98.5	875
MFD10071.bin.2.114	MFD10071	88.52	5.04	66.67	84.14	2.26	0.852	127083	289.0232	4506228	63.03	88	370371	20531	144394.4	0	18.83869	0.2244705	4286	1824	45	20	1	1	1	1	1	1	1	1	1	21	20	MQ	MQ	3302_2	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	84.26	0.288	82.24	0.94709	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.3	1530
MFD10071.bin.2.115	MFD10071	84.08	2.52	33.33	80.18	4.69	0.842	139001	288.3734	4924213	62.97	85	266599	25644	134651	0	24.23868	0.2888135	4678	2088	56	22	1	1	1	1	1	1	1	1	1	23	21	MQ	MQ	3302_3	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	84.55	0.298	80	0.95154	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.7	1529
MFD10071.bin.2.77	MFD10071	64.93	1.68	100	63.26	2.03	0.836	86711	269.3399	3174563	58.11	48	281206	28527	106368	0	29.20155	0.3479482	3198	1577	29	17	0	0	0	0	0	0	0	0	0	17	16	MQ	MQ	3297_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAMXLL01;s__	N/A	N/A	N/A	67.65	0.95171	NA	NA	NA
MFD10071.bin.2.99	MFD10071	87.25	8.4	8.33	84.01	8.26	0.85	173496	287.1423	4815641	63.32	71	436392	37251	189316.1	0	17.99667	0.2144376	4675	2138	50	22	1	0	0	1	0	0	1	0	0	22	20	MQ	MQ	3302_1	FALSE	NA	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__	GCA_021827495.1	85.35	0.348	76.48	0.95194	KJ192026.1.1529 Bacteria;RCP2-54;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured delta proteobacterium	99.1	460
