bin	completeness_checkm1	contamination_checkm1	strain_heterogeneity_checkm1	completeness_checkm2	contamination_checkm2	contigs	longest_contig	genome_size	gc	contig_n50	contig_n90	aun	n_per_100kb	cov	r_abund	bakta_cds_all	bakta_cds_hyp	bakta_cds_dens	bakta_trna_all	bakta_trna_uniq	bakta_16s	bakta_23s	bakta_5s	barrnap_16s	barrnap_23s	barrnap_5s	custom_trna_uniq	bin_status	cbin_status	gunc_css	gunc_rrs	gunc_pass	var_n	var_perc	gtdb_tax	gtdb_ref	gtdb_ani	gtdb_af	gtdb_msa	gtdb_red	gtdb_warning	rrna_tax	rrna_tophit	rrna_alnlen	wf_name	wf_read_mode	wf_binning_mode	wf_v	wf_date	accession
MFD06157-9B.bin.1.28446	98.53	5.88	41.67	94.66	4.99	9	3384405	8320870	70.05	1414721	470171	1881493.2	0	16.919868	0.12317128	7549	1916	87.1	75	22	2	2	2	2	2	2	22	HQ	N	0.01	0.54	True	22653	0.272	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__	GCA_036509215.1	88.58	0.345	90.03	0.98555	N/A	MN209171 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__Trebonia-kvetii	95.6	1509	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877885.1
MFD06157-9B.bin.1.31075	96.52	3.91	14.29	97.11	2.99	6	5180975	8371434	59.26	5180975	514751	3580553.6	0	23.68831	0.17244339	7449	2309	89.1	86	22	1	1	1	1	1	1	22	HQ	N	0.01	0.43	True	37336	0.446	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Palsa-89;s__	N/A	N/A	N/A	91.06	0.97438	N/A	MJ034-1-barcode31-umi22222bins-ubs-8 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Sulfotelmatobacter;s__Sulfotelmatobacter-sp003166855	99.7	1470	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977887405.1
MFD06157-9B.bin.1.366	97.8	0	0	94.37	0.82	2	3358620	5138261	67.32	3358620	1779641	2811739.3	0	22.434189	0.16331378	5051	1100	90.1	46	22	2	2	2	2	4	2	22	HQ	N	0	0.62	True	19701	0.383	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__DATFDN01;s__	GCA_039938035.1	87.87	0.246	91.12	0.97761	N/A	G000164395 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Novacetimonas;s__Novacetimonas-hansenii	93.7	1049	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877495.1
MFD06157-9B.bin.1.41489	86.6	1.9	57.14	90.27	1.57	28	1700367	5692421	60.03	581234	78929	733085.3	0	9.712758	0.0707058	5524	2012	83.9	38	18	0	0	0	0	0	0	18	MQ	N	0.03	0.53	True	68912	1.211	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__	N/A	N/A	N/A	87.13	0.85268	N/A	NA	NA	NA	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874105.1
MFD06157-9B.bin.1.44563	87.02	0.86	0	92.67	1.51	6	3274734	5115081	59.07	3274734	406778	2426442.9	0	11.716254	0.08529061	4147	1076	86.1	47	20	1	1	1	1	1	1	20	HQ	N	0.04	0.57	True	25813	0.505	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	GCA_035648535.1	87.75	0.306	89.59	0.98402	N/A	MJ034-1-barcode40-umi20991bins-ubs-9 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	99.4	1471	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876645.1
MFD06157-9B.bin.1.44649	91.38	3.45	0	94.62	3.66	10	2005275	4417471	57.71	626629	395521	1151430.3	0	9.659724	0.07031973	3819	919	87	45	20	1	1	1	1	1	1	20	HQ	N	0.01	0.58	True	51815	1.173	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Edaphobacter;s__	N/A	N/A	N/A	83.1	0.97124	N/A	MJ034-1-barcode47-umi26970bins-ubs-4 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__Telmatobacter-bradus	96.8	1481	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873595.1
MFD06157-9B.bin.1.472	94.57	1.74	0	94.68	2.88	2	3735820	6407524	63.86	3735820	2671704	3292122.4	0	63.01107	0.45870057	6021	1552	84.6	52	21	2	2	2	2	4	2	21	HQ	N	0	0.56	True	1569	0.024	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__CGMCC-115725;g__AP-15;s__	N/A	N/A	N/A	92.24	0.91828	N/A	RS-GCF-016765655.1-NZ-JAETGP010000120.1 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales_507929;f__Azospirillaceae_507917;g__Skermanella;s__Skermanella-mucosa	91.1	1252	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873885.1
MFD06157-9B.bin.1.554	98.7	2.61	25	97.25	1.49	6	1962971	5790834	64.1	1343016	962674	1425114.5	0	49.44376	0.35993487	5481	1396	85.9	56	22	3	3	3	3	6	0	22	HQ	N	0.01	0.53	True	2672	0.046	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__CGMCC-115725;g__AP-15;s__	N/A	N/A	N/A	96.35	0.91651	N/A	RS-GCF-016765655.1-NZ-JAETGP010000120.1 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales_507929;f__Azospirillaceae_507917;g__Skermanella;s__Skermanella-mucosa	91	1252	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977878235.1
MFD06157-9B.bin.1.560	98.4	0.58	0	96.28	0.49	2	6505813	7463536	70.93	6505813	957723	5793880.6	0	54.057636	0.39352244	6946	1757	87.4	52	22	1	1	1	1	2	1	21	HQ	N	0	0.58	True	34733	0.465	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__RYN-230;s__	GCA_035642895.1	90.91	0.577	94.42	0.97879	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	AB364584 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Actinoallomurus;s__Actinoallomurus-yoronensis	93.5	1470	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977887315.1
MFD06157-9B.bin.1.562	98.32	2.17	0	97.39	0.24	2	3032592	5641391	66.19	3032592	2608799	2836613.6	0	45.03139	0.32781422	5356	1229	88.2	51	22	2	2	2	2	4	0	22	HQ	N	0	0.57	True	5636	0.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__CGMCC-115725;g__AP-15;s__	GCA_036404275.1	85.24	0.227	96.19	0.95264	N/A	RS-GCF-016765655.1-NZ-JAETGP010000120.1 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales_507929;f__Azospirillaceae_507917;g__Skermanella;s__Skermanella-mucosa	92	1249	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874635.1
MFD06157-9B.bin.1.589	97.3	1.35	0	94.69	0.51	3	3175992	4628694	60.82	3175992	1313338	2556056.7	0	17.49817	0.12738115	3971	1486	89	67	21	1	1	1	1	1	0	22	HQ	N	0	0.52	True	31174	0.673	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__Pedosphaeraceae;g__DATMLG01;s__	N/A	N/A	N/A	86.54	0.95398	N/A	MJ033-1-barcode33-umi4689bins-ubs-86 d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__Pedosphaeraceae;g__Pedosphaera;s__Pedosphaera-sp000172555	99	1538	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873815.1
MFD06157-9B.bin.1.604	90.6	0.85	0	92.15	0.1	6	1680215	4448260	59.42	1638480	353918	1324579.5	0	12.907141	0.0939599	3786	944	85.2	50	21	1	1	1	1	1	1	21	HQ	N	0	0.52	True	45800	1.03	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidiferrales;f__UBA7541;g__Palsa-360;s__	N/A	N/A	N/A	92.53	0.97081	N/A	GB-GCA-003223245.1-QHYI01000129.1 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__Acidoferrum-sp003223215	92.1	1525	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877105.1
MFD06157-9B.bin.1.616	98.28	0.86	0	99.38	0.33	4	4554054	6177963	61.14	4554054	1012767	3569389.7	0	12.578285	0.09156592	5098	1615	87.2	73	21	1	1	1	1	1	1	21	HQ	N	0	0.57	True	27045	0.438	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Edaphobacter;s__	N/A	N/A	N/A	93.35	0.9779	N/A	MJ034-1-barcode49-umi22609bins-ubs-7 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Granulicella_C_416163;s__Granulicella_C_416163-cerasi	99.7	1469	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877455.1
MFD06157-9B.bin.1.69	94.11	1.58	0	92.95	1.34	5	1541404	3714493	68.8	1173055	865050	1214249.1	0	10.678476	0.077735916	3749	1387	90.4	68	22	1	1	1	1	1	1	21	HQ	N	0.01	0.38	True	34322	0.924	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__PALSA-600;s__	N/A	N/A	N/A	90.23	0.93677	N/A	G001644475 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__;s__	96.2	874	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876925.1
MFD06157-9B.bin.1.702	98.28	0.66	0	99.96	0.09	2	5029619	6038769	53.17	5029619	1009150	4357750.9	0	39.970596	0.29097325	5184	1368	91.2	45	21	1	1	1	1	1	1	21	HQ	N	0	0.6	True	5453	0.09	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Puia;s__	GCA_035570015.1	87.8	0.354	97.66	0.98908	N/A	MJ034-1-barcode46-umi13931bins-ubs-22 d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Puia;s__Puia-dinghuensis	98.9	1496	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875785.1
MFD06157-9B.bin.1.755	98.15	0.46	0	92.66	0.76	5	2681695	4135723	63.15	2681695	372668	1978087.9	0	10.5447235	0.076762244	3837	1620	93	48	22	1	1	1	1	1	1	22	HQ	N	0	0.37	True	13894	0.336	d__Bacteria;p__Vulcanimicrobiota;c__Vulcanimicrobiia;o__Vulcanimicrobiales;f__Vulcanimicrobiaceae;g__;s__	N/A	N/A	N/A	92.95	0.89935	N/A	MJ034-1-barcode31-umi21652bins-ubs-9 d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Tyrphobacter;s__Tyrphobacter-aquilonaris	97.3	1472	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977887355.1
MFD06157-9B.bin.1.80	99.3	0.86	0	99.16	0.63	3	2651655	5624189	58.22	1720097	1252437	2055159.7	0	20.754578	0.15108675	4539	1058	87.5	45	20	1	1	1	1	1	1	20	HQ	N	0	0.6	True	37141	0.66	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	N/A	N/A	N/A	93.41	0.96855	N/A	MJ033-1-barcode33-umi36968bins-ubs-4 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	98.6	1471	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874415.1
MFD06157-9B.bin.1.873	99.15	0	0	99.75	0.96	2	4335019	5402661	62.31	4335019	1067642	3689339.2	0	13.574673	0.098819315	4622	1210	88.7	50	21	1	1	1	1	1	1	21	HQ	N	0	0.59	True	26192	0.485	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Palsa-343;s__	N/A	N/A	N/A	94.04	0.97513	N/A	MJ033-1-barcode33-umi33726bins-ubs-6 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__;s__	100	1469	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977877235.1
MFD06157-9B.bin.2.103	59.09	2.67	80	62.02	2.51	3	3735881	4551490	70.37	3735881	498708	3143134	0	20.438248	0.14878397	4146	1254	83	37	19	1	1	1	1	2	1	18	MQ	N	0.01	0.54	True	18126	0.398	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__DASXKD01;s__	GCA_036497045.1	91.21	0.314	62.77	0.98386	N/A	RS-GCF-014138665.1-NZ-JACJIA010000034.1 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Actinomadura_D_393484;s__Actinomadura_D_393484-namibiensis	93.7	1064	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874145.1
MFD06157-9B.bin.2.1139	63.23	0.87	50	63.31	0.22	45	186549	2243083	63.87	67783	23043	81705.6	0	5.830566	0.04244467	2265	884	84.7	27	14	0	0	0	0	0	0	13	MQ	N	0.11	0.52	True	11768	0.525	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__	N/A	N/A	N/A	62.23	0.97123	N/A	NA	NA	NA	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977887955.1
MFD06157-9B.bin.2.114	67.79	3.62	40	68.66	6.93	23	635917	3670637	58.17	201430	81533	272465.5	0	9.0313635	0.06574546	3119	868	85.6	26	15	1	1	1	1	1	1	16	MQ	N	0.03	0.57	True	38027	1.036	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	N/A	N/A	N/A	65.67	0.95773	N/A	MJ033-1-barcode33-umi10884bins-ubs-26 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__	98.5	1469	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875055.1
MFD06157-9B.bin.2.1225	76.92	4.7	71.43	78.46	3.12	23	380957	2985139	58.14	174917	80228	197504.8	0	7.9422417	0.057817	2667	917	85	31	16	0	0	0	0	0	0	15	MQ	N	0.04	0.44	True	34063	1.141	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Korobacteraceae;g__;s__	N/A	N/A	N/A	65.29	0.88406	N/A	NA	NA	NA	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876335.1
MFD06157-9B.bin.2.1340	58.97	1.71	0	66.53	1.67	38	193579	2041915	58.54	71405	27714	79448.7	0	4.5678964	0.033252835	1909	725	86	33	19	1	0	0	1	0	0	20	MQ	N	0.09	0.4	True	1552	0.076	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidiferrales;f__UBA7541;g__DASTCZ01;s__	N/A	N/A	N/A	65.65	0.94966	N/A	G003224235 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__QHYU01;s__QHYU01-sp003224235	92.7	1508	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875955.1
MFD06157-9B.bin.2.1452	70.41	0.8	0	68.11	2.35	6	1183587	3960586	70.86	977010	407019	806881.2	0	17.661325	0.12856886	3729	1133	85.8	15	12	1	1	1	1	2	1	11	MQ	N	0.01	0.55	True	22967	0.58	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__PALSA-505;s__PALSA-505 sp036496025	GCA_036496025.1	97.12	0.599	74.48	N/A	N/A	GB-GCA-000620205.1-JHVP01000028.1 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Geodermatophilaceae;g__Modestobacter;s__	93.9	1259	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977874885.1
MFD06157-9B.bin.2.1520	77.11	0.41	0	80.05	0	3	1435544	2524342	67.14	1435544	1071587	1271373.5	0	23.959364	0.17441657	2484	577	90.9	40	21	1	1	1	1	2	1	21	MQ	N	0.01	0.57	True	13797	0.547	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Palsa-881;s__	N/A	N/A	N/A	86.26	0.98474	N/A	RS-GCF-001425725.1-NZ-LMDD01000002.1 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter_487784;s__	96.9	1054	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875215.1
MFD06157-9B.bin.2.1559	60.27	0	0	61.43	0.03	1	2478058	2478058	61.54	2478058	2478058	2478058	0	11.249186	0.0818905	2339	641	87.4	31	19	1	1	1	1	1	1	19	MQ	N	0	0.43	True	10102	0.408	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAFAHS01;s__	GCA_035531855.1	88.4	0.315	58.56	0.99155	N/A	GB-GCA-002479255.1-DLMJ01000019.1 d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__Binatus-sp003135135	96.5	1562	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977879915.1
MFD06157-9B.bin.2.1599	61.4	2.96	38.46	59.03	1.75	55	310545	3490540	57.67	85414	31626	107622.8	0	5.253403	0.03824311	3546	1468	80.5	31	16	1	1	1	1	2	1	16	MQ	N	0.21	0.35	True	18517	0.53	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	N/A	N/A	N/A	55.26	0.93032	N/A	MJ034-1-barcode40-umi16788bins-ubs-17 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales_505101;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__	98.2	1450	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875795.1
MFD06157-9B.bin.2.1603	68.97	2.59	0	84.82	5.62	3	3395106	7528837	69.6	3089919	1043812	2943866.1	0	19.030216	0.13853393	6857	1999	84.5	51	20	1	1	1	1	2	1	20	MQ	N	0.02	0.51	True	51870	0.689	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__DASXKD01;s__	N/A	N/A	N/A	56.53	0.94947	N/A	RS-GCF-014138665.1-NZ-JACJIA010000034.1 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Actinomadura_D_393484;s__Actinomadura_D_393484-namibiensis	93.9	1064	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876885.1
MFD06157-9B.bin.2.1605	98.29	2.56	100	94.43	6.13	6	2608446	6094781	68.49	1035189	585601	1561984	0	27.11739	0.19740598	5723	1682	88.9	69	22	1	1	1	1	1	1	20	MQ	N	0.01	0.49	True	29360	0.482	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	N/A	N/A	N/A	92.55	0.95146	N/A	AB597950 d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Conexibacter;s__Conexibacter-arvalis	96.4	1474	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876375.1
MFD06157-9B.bin.2.1613	89.3	4.28	0	88.19	6.74	17	1135689	6403245	70.59	585023	180606	628285	0	11.101863	0.08081804	6061	1698	87.9	76	22	1	1	1	1	2	1	22	MQ	N	0.05	0.52	True	54905	0.857	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__JAJYUU01;s__	N/A	N/A	N/A	75.22	0.981	Genome has more than 10.0% of markers with multiple hits	G000015025 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Acidothermales;f__Acidothermaceae;g__Acidothermus;s__Acidothermus-cellulolyticus	93.1	1506	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977872865.1
MFD06157-9B.bin.2.1616	87.15	1.47	33.33	77.37	3.2	49	1119194	7089057	66.77	501292	63664	456608.6	0	7.3281345	0.053346496	6527	3379	85.1	69	21	2	2	2	2	2	2	20	MQ	N	0.03	0.35	True	19702	0.278	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__UBA4732;s__	N/A	N/A	N/A	71.41	0.94541	N/A	G005887905 d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__	92.2	1524	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977872535.1
MFD06157-9B.bin.2.1623	62.25	2.06	25	73.1	4.61	35	98529	1592434	46.77	53292	25633	56067.8	0	4.549983	0.033122435	1652	966	88.4	23	16	2	2	0	2	2	0	16	MQ	N	0.07	0.38	True	2197	0.138	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__CAJCIW01;s__	N/A	N/A	N/A	57.96	0.96315	N/A	MJ009-1-barcode45-umi14853bins-ubs-29 d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales_778129;f__Rhabdochlamydiaceae;g__Rhabdochlamydia;s__Rhabdochlamydia-sp901000775	97.3	1544	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977876905.1
MFD06157-9B.bin.2.1624	68.93	0.74	50	74.42	0.14	83	261719	4378430	52.83	85038	26655	91778.6	0	6.642881	0.048358064	3846	1150	90.7	33	16	1	1	1	1	1	1	15	MQ	N	0.13	0.5	True	11868	0.271	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Puia;s__	N/A	N/A	N/A	69.5	0.98418	N/A	MJ034-1-barcode31-umi2487bins-ubs-174 d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Puia;s__Puia-dinghuensis	99.3	1496	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875915.1
MFD06157-9B.bin.2.1626	89.48	0.64	0	82.17	0.28	14	1711375	6068853	62.71	793992	244463	948792.5	0	10.404799	0.07574364	5857	828	85.2	46	20	1	1	1	1	2	1	20	MQ	N	0	0.76	True	64476	1.062	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	GCA_035487555.1	90.01	0.521	75.71	0.99127	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	MT393596 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales_505101;f__Xanthobacteraceae;g__Bradyrhizobium_503372;s__Bradyrhizobium-hipponense	99.3	903	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977887485.1
MFD06157-9B.bin.2.1628	77.54	0.71	0	76.72	1.47	1	5326880	5326880	71.42	5326880	5326880	5326880	0	18.734056	0.13637799	5121	1319	88.8	29	18	1	1	1	1	2	1	14	MQ	N	0	0.57	True	31703	0.595	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__RYN-230;s__	GCA_036567525.1	90.41	0.381	80.22	0.98148	N/A	RS-GCF-014138665.1-NZ-JACJIA010000034.1 d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Actinomadura_D_393484;s__Actinomadura_D_393484-namibiensis	93.5	1064	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977879225.1
MFD06157-9B.bin.2.1632	90.17	8.97	53.33	83	5.14	5	2394917	6008554	65.27	1934031	1132487	1832306.6	0	16.214054	0.11803318	5480	2440	83.8	41	20	1	1	1	1	1	1	18	MQ	N	0.02	0.41	True	50162	0.835	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Palsa-688;g__Fen-671;s__	N/A	N/A	N/A	81.95	0.96081	N/A	G003166025 d__Bacteria;p__Actinomycetota;c__Acidimicrobiia_401430;o__Acidimicrobiales;f__Palsa-688;g__Fen-671;s__Fen-671-sp003166025	97.3	809	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977873935.1
MFD06157-9B.bin.2.1634	81.2	2.56	50	83.63	1.33	8	1177751	4548298	58.38	605734	272610	735821.6	0	9.797897	0.071325585	3837	1389	84	46	19	1	1	1	1	1	1	19	MQ	N	0.01	0.47	True	31090	0.684	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Korobacteraceae;g__Bog-257;s__	N/A	N/A	N/A	66.68	0.95608	N/A	MJ030-2-barcode65-umi55881bins-ubs-11 d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__Bog-257;s__Bog-257-sp003152695	100	1471	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977878015.1
MFD06157-9B.bin.2.1645	94.43	3.61	0	95.24	6.23	5	4216152	7903284	63.85	4216152	659597	3187248.5	0	15.438772	0.11238937	7243	1813	87.6	49	22	1	1	1	1	2	1	22	MQ	N	0.01	0.52	True	73217	0.926	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__JAMXLO01;s__	N/A	N/A	N/A	89.75	0.95918	N/A	G003352165 d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidibrevibacterium;s__Acidibrevibacterium-fodinaquatile	95.5	1485	MFD06157-9B	Nanopore-simplex	extended	1.2.1	2025-10-07	GCA_977875965.1
